Codigo;Produto;Quantidade;Altura;Largura;Profundidade
19888;SENSOR BORBOLETA FORD FIESTA/KA! 99/..ZETEC/ENDURA;3;6,5;5;5
19896;MOTOBOMBA 1 SAIDA 12V VW GOL G5/GOLF/POLO  LAVADOR;105;10,5;3,5;5
19897;MOTOBOMBA 2 SAIDAS 12V VW GOL G5     C/BUJ.LAVADOR;141;9,5;5;6,5
19899;RESERVATORIO RADI.FIAT PALIO/SIENA 1.4 1.6 2012/..;31;40;16;19
19901;DISCO FREIO KIA CERATO 1.6 16V 06/..  DIAN VENTILA;32;28;8;28
19910;DISTRIBUIDOR VW GOL/SANTANA/SAVEIRO 1.6 AP 84/..;3;23;10;14
19911;MOTOR VENTIL.UNIVERSAL S/HELICE;6;14,9;10,1;14
19912;CARBURADOR VW GOL/SANTANA FORD ESCORT AP  2E GASOL;3;24,8;14,6;21,6
19928;CHAVE PISCA ALERTA GM MONZA 82/96;3;6,3;4;5,7
19929;CHAVE PISCA ALERTA GM KADETT TODOS;12;6,3;4;5,7
19930;CHAVE PISCA ALERTA GM VECTRA 93/..;9;7;2,8;6,7
19931;PIVO INF FIAT PALIO WEEKEND 1.8 LOCKER          LE;6;11;7,6;9,4
19932;PIVO INF FIAT PALIO WEEKEND 1.8 LOCKER          LD;3;11;7,6;9,4
19934;SENSOR NIVEL PEUGEOT 207 07/.. HOGGAR   FLEX BOSCH;21;29;5,7;9,7
19946;SENSOR TEMPERATURA FORD FIESTA 1.6 2011/..  INJECA;12;6;3,3;3,3
19947;SENSOR TEMPERATURA HONDA CIVIC 1.8 2.0 16V  INJECA;21;6;3,3;3,3
19948;SENSOR ROTACAO PEUGEOT 206 1.4 8V 2003/..;27;18;8;8
19949;SENSOR ROTACAO FORD NEW FIESTA 1.6 16V 2012/..;6;6,5;5;5
19950;SENSOR VELOCIDADE VW GOLF 1.6 2001/2013 KOMBI 1.4;6;6,5;5;5
19951;SENSOR ROTACAO CITROEN XSARA PICASSO 1.6 16V 05/..;3;6,5;5;5
19953;PASTILHA GM COBALT 2012/.. S/ABS ONIX 2012/.. DIAN;468;15,3;4,73;15,14
19956;PASTILHA VW GOL G5/VOYAGE/SAVEIRO 2012/..     DIAN;189;15,3;5,4;14,6
19957;PASTILHA GM COBALT 2012/..                    DIAN;45;15,3;5,36;14,21
19958;PASTILHA HYUNDAI HB20 1.0 2012/2019           DIAN;90;15,3;4,95;12,28
19959;PASTILHA FORD NEW FIESTA 1.6 16V 2010/..      DIAN;150;15,3;5,16;12,56
19968;LANTERNA DELIMITADORA UNIVERSAL - CRISTAL;3;17;15;8
19970;LENTE LANTERNA DELIMITADORA - CRISTAL;8;19;10;15
19971;LENTE LANTERNA DELIMITADORA - VERMELHA;8;35;9;8
19972;CIRCUITO LANT.TRAS.VW FOX 2004/2009             LE;6;16;12;4
19973;SOQUETE PAINEL MERCEDES/SCANIA C/TERMINAL ISOLADO;513;3,5;1,5;1,5
19974;LANTERNA PLACA FORD CORCEL II;9;10;6;6
19975;LANTERNA PLACA VW GOL ../86 PASSAT/BRASILIA;6;10;6;6
19976;LANTERNA PLACA FORD ESCORT ../87 BELINA/PAMPA;3;10;6;6
19977;SOQUETE VW KOMBI/BRASILIA/VARIANT 2 POLOS (BASE);24;3;3;3
19978;SOQUETE VW GOL/FUSCA 1 POLO (BASE)      PISCA DIAN;18;3;2,5;2,5
19979;SOQUETE GLOBO OTICO UNIVERSAL P/LAMPADA 5W B.VIDRO;498;6;1,5;1,5
19980;CAME VOLANTE FIAT PALIO - CHAVE KOSTAL CINZA;51;12;9;9
19981;CABO VELA FORD NEW FIESTA/FOCUS 1.6 16V 2010/..;57;22;9;14
19982;LAMPADA H27/1 27W                        (880) 12V;47;6;3,5;3,5
19987;LAMPADA H4 75/70W                              24V;6;8;5;5
19988;LAMPADA H3 70W                                 24V;36;7;4;4
19989;LAMPADA H4 60/55W                              12V;1113;8;5;5
19990;LAMPADA H7  55W                                12V;882;7;4;4
19991;LAMPADA PINGUINHO 1,2W                         12V;378;4,5;0,9;3,5
19992;LAMPADA PINGAO 3W                              12V;84;4,5;0,9;3,5
19993;LAMPADA PINGAO 5W                              12V;2349;4,5;0,9;3,5
19994;LAMPADA 67 LANTERNA                         5W 12V;1224;4,5;1,2;4,5
19995;LAMPADA 67 LANTERNA                        10W 12V;393;4,5;1,2;4,5
19996;LAMPADA 1141 1 POLO                            12V;1299;5,5;1,4;5,5
19997;LAMPADA 1141 1 POLO          (PINO EM V) AMBAR 12V;4041;5,5;1,4;5,5
19998;LAMPADA 1034 2 POLOS                           12V;1299;5,5;1,4;5,5
19999;LAMPADA TORPEDO GRANDE 10W                     12V;384;4,5;0,9;3,5
20000;LAMPADA 69 PAINEL                           4W 12V;336;4,5;0,9;3,5
20001;LAMPADA TORPEDO PEQUENO 10W                    12V;750;4,5;0,9;3,5
20002;LAMPADA 1141 1 POLO                            24V;117;5,5;1,4;5,5
20003;LAMPADA 1034 2 POLOS                           24V;69;5,5;1,4;5,5
20004;LAMPADA 67 LANTERNA                         5W 24V;207;4,5;1,2;4,5
20005;LAMPADA 69 PAINEL                           4W 24V;90;4,5;0,9;3,5
20025;SAPATA GM BLAZER/S10 95/2011 RODA 5 FUROS 279X52MM;3;31,5;10,5;23
20032;PLANETARIA GM ASTRA/VECTRA/ZAFIRA 2.0 16V    BOSCH;3;17;7,5;7,5
20033;REPARO PLANET.GM C/PARTIDA DELCO             TAMPA;12;7,1;3,5;7,1
20034;REPARO PLANET.GM C/PARTIDA DELCO     TAMPA+ENGRENA;3;7,1;3,5;7,1
20035;REPARO PLANET.GM C/PARTIDA DELCO     TAMPA+ENGRENA;3;7,1;3,5;7,1
20046;VALVULA SOLENOIDE GM ASTRA/MONTANA/MERIVA   2 VIAS;15;30;23;9
20047;VALVULA SOLENOIDE FIAT PALIO/UNO/IDEA       2 VIAS;33;30;20;8
20048;VALVULA SOLENOIDE VW TODOS FLEX             3 VIAS;12;32;20;10
20049;VALVULA SOLENOIDE VW GOL G5/VOYAGE/GOLF     3 VIAS;15;32;20;10
20052;FILTRO AR FORD RANGER 2.5 98/.. 2.3 01/..GASOLINA;6;22,4;5,8;19,3
20053;FILTRO AR GM ASTRA 2.0 16V 95/98 2.0 93/96 IMPORTA;3;30,8;2,8;23
20054;CONTATO IGN.VW FUSCA/SEDAN           CHICOTE CURTO;3;7;4;6
20057;SOQUETE P/LAMPADA 1 POLO  ROSETA - NYLON;1365;6,5;2;2
20058;SOQUETE P/LAMPADA 2 POLOS ROSETA - NYLON;870;6;4;4
20059;FILTRO AR MITSUBISHI L200 2.5 92/00 PAJERO 2.8;8;21;10,25;20,5
20071;CHAVE LUZ FIAT UNO 84/95 PREMIO/ELBA 84/88;1;12,6;8;12,5
20086;BUZINA INDIV.CARACOL C/PLUG FIAT PALIO/SIENA;135;14,6;10,1;12,8
20091;BOBINA IGN.GM AGILE 1.4/COBALT/SPIN 1.8 5 TERMINAI;18;16,2;9,9;15,2
20092;MOTOR PARTIDA HYUNDAI HR MITSUBISHI L200       12V;3;27;13,8;15
20093;DESCARBONIZANTE CAR2000                    300ML;84;20,4;5,75;6
20101;CIRCUITO LANT.TRAS.VW FOX 2004/2009             LD;6;16;12;4
20102;CIRCUITO LANT.TRAS.FIAT PALIO 96/99             LD;15;16;12;4
20103;CIRCUITO LANT.TRAS.FIAT PALIO 96/99             LE;15;16;12;4
20104;TENSOR CORR.DENTADA GM VECTRA 2.0 16V 94/..;3;7,1;0,57;7,1
20105;TENSOR CORR.DENTADA MITSUBISHI L200 2.5 DIESEL;2;8,5;4;8
20106;TENSOR CORR.DENTADA MITSUBISHI L200/PAJERO 2.5;3;9,39;9,3;9,3
20107;CORREIA DENTADA GM VECTRA 2.0 16V 94/97;3;25,5;3;16
20108;TENSOR CORR.DENTADA CITROEN XSARA PICASSO 2.0 16V;3;6,2;4,86;6,2
20113;CIRCUITO LANT.TRAS.VW GOL BOLA 95/2000          LD;3;16;12;4
20114;CIRCUITO LANT.TRAS.VW GOL BOLA 95/2000          LE;3;16;12;4
20115;PASTILHA FIAT PUNTO 1.4 T-JET 09/.LINEA 1.8   TRAS;9;15,3;4,4;9,55
20117;PASTILHA NISSAN MARCH 1.0 1.6 16V VERSA! 1.6  DIAN;78;14;4,83;13,86
20119;BUZINA DUPLA CARACOL 2 TERMINAIS;6;20;8,1;11
20120;SENSOR NIVEL FORD FIESTA 2002/2004     GASOL.BOSCH;12;20;5,7;9,8
20121;SENSOR NIVEL FORD KA! 1.0 1.6 08/10     FLEX BOSCH;15;20;5,7;9,8
20122;PORTA FUSIVEL LAMINA MAXI S/FIO        - PRETO;15;16;3;16
20132;REPARO ALTERNADOR MERCEDES 80A ELETRONICO    BOSCH;2;10;1,5;11
20133;RETENTOR ALTERNADOR MERCEDES SPRINTER/GM S10;21;2,714;2,714;2,714
20134;REPARO PARTIDA VW GOL MI/AT                  BOSCH;6;8;5;4
20135;REPARO PARTIDA FORD/VW M93R 12V         PRESTOLITE;4;8;5;4
20136;REPARO PARTIDA MERCEDES JF   CALCOS INDUZIDO BOSCH;8;8;5;4
20142;GRAXA AZUL P/ROLAMENTO              (SACHE 40GR);429;7;3;3
20143;BORRACHA ESCAPAMENTO VW GOL/PARATI    (CAVEIRINHA);246;7;2,5;7
20144;BORRACHA ESCAPAMENTO VW SANTANA/LOGUS   (CAVEIRAO);210;10;10;10
20159;AMORTECEDOR VW GOLF 2.0 2007/.. AUDI A3 2.0   DIAN;1;67;21;21
20164;TRAVA DIRECAO FIAT UNO 2004/2009       C/CONTATO;3;20;5;10
20165;TAMPA RESERV.GASOLINA VW GOL G5/VOYAGE 2009/..;9;6;3,5;6
20166;REPARO PARTIDA FORD/VW M100R 12V        PRESTOLITE;4;8;5;4
20168;PLANETARIA FORD/VW C/MOTOR CUMMINS M100R    PRESTO;6;17;10;10
20170;PLANETARIA MERCEDES MB180D                   BOSCH;3;17;10;10
20183;PALHETA SLIM DIANT.FIAT 500 2009/2012  (PAR)24/14';3;75;5;5
20190;PALHETA SLIM DIANT.RENAULT SYMBOL 11/..(PAR)24/18';34;68,5;5;5
20199;PALHETA TRASEIRA FIAT UNO 2010/..        (UND) 10';69;52;5;5
20204;FILTRO CABINE AR PEUGEOT 3008 1.6 2011/..;10;29;3;9,6
20208;CHAVE SETA FORD F1000/F4000 93/98;6;29;3;6,8
20210;CHAVE SETA FORD F1000/F4000 87/..  COMUTA.BUZINA;4;29;3;6,8
20211;CHAVE SETA FORD F1000/F4000 85/86  COMUTA.BUZINA;3;29;3;6,8
20214;TERMINAL DIRECAO VW KOMBI 75/.. FUSCA 78/96     LD;9;13,5;8,9;8,9
20215;TERMINAL DIRECAO VW KOMBI 75/.. FUSCA 78/96     LE;8;10,1;7,4;7,4
20219;TAMBOR FREIO GM BLAZER/S10 95/97 D20 85/92    TRAS;2;35;13;35
20304;BANDEJA SUSP.FORD FOCUS 2000/2008           INF LE;2;60;10;50
20310;BANDEJA SUSP.FORD ESCORT 83/90 HOBBY 83/96    TRAS;1;60;10;50
20321;BANDEJA SUSP.VW SANTANA/QUANTUM 84/88        LD/LE;1;43;10;43
20330;MOTOR PARTIDA MERCEDES JF         MANCAL EM PE 24V;1;33;14;22
20331;AUTOMATICO PART.VW GOL/PARATI 1.0 16V    12V BOSCH;27;15;8,5;10
20350;PALHETA SLIM DIANT.PEUGEOT 308 2012/.. (PAR)30/26';3;55;5;5
20351;PALHETA SLIM DIANT.PEUGEOT 3008 2012/..(PAR)31/28';3;89;5;5
20352;BENDIX PART.GM OMEGA 4.1 CD              10D DELCO;1;7,75;5,5;5,5
20371;FIO 20 AZUL       (0,50.MM) ROLO C/100M;3;18;4;18
20372;FIO 16 BRANCO     (1,00.MM) ROLO C/100M;3;20;4;20
20373;FIO 10 VERDE      (4,00.MM) ROLO C/100M;1;27;8;27
20374;FIO  8 AMARELO    (6,00.MM) ROLO C/100M;2;30;10;30
20375;FIO  8 BRANCO     (6,00.MM) ROLO C/100M;2;30;10;30
20376;AUTOMATICO PART.RENAULT MASTER 2005/..   12V VALEO;3;15;12,168;12,168
20378;REGULADOR VOLT.FIAT PALIO 1.4 2010/..        BOSCH;15;13;3;6
20379;VELA HYUNDAI SANTA FE 3.5 V6 2009/..KIA SORENTO;75;10;2,5;9
20380;VELA VW JETTA/TIGUAN 2.0 TSI 2010/..    GASOLINA;63;10;2,5;9
20381;VELA KIA SOUL/CERATO 1.6 16V 2009/..    GASOLINA;69;10;2,5;10
20385;LENTE LANTERNA LATERAL REFLETIVA           AMARELA;9;29;23;17
20387;FILTRO COMBUS.FORD FOCUS 1.6 2007/.. 2.0 16V 03/..;19;19,5;6,5;6,5
20391;SENSOR MAP VW GOL G5/VOYAGE 2008/.. FOX 2003/..;3;9;4;5
20398;TENSOR CORR.ALTER.GM CORSA/CELTA/MERIVA/MONTANA;12;9,39;9,3;9,3
20399;TENSOR CORR.DENTADA VW GOL/PARATI 1.0 16V 97/01;3;7,5;6;7
20400;TENSOR CORR.ALTER.FORD ECOSPORT/FOCUS 2.0 16V;4;8,58;8,5;8,5
20403;TENSOR CORR.DENTADA VW AMAROK 2.0 16V 2010/..;2;7,1;5;7,1
20404;TENSOR CORR.DENTADA VW GOLF 1.6 98/01 2.0 99/..;3;8,58;8,5;8,5
20406;TENSOR CORR.DENTADA VW GOL 1.0 16V POWER 2002/..;2;10;6;10
20409;TENSOR CORR.DENTADA VW GOL 1.0 16V POWER 2002/..;2;10;6;10
20410;TENSOR CORR.ALTER.VW FOX/GOLF/POLO 1.6 2002/..;1;9,39;9,3;9,3
20411;TENSOR CORR.DENTADA FIAT DUCATO 2.5 2.8 98/..;5;7,5;6,07;7,5
20412;TENSOR CORR.ALTER.GM BLAZER/S10 2.2 2.4 C/ACD;3;10;6;10
20413;TENSOR CORR.ALTER.DIR.HIDR.GM CORSA/CELTA/PRISMA;3;10,76;6,1;6,1
20415;TENSOR CORR.ALTER.CITROEN PICASSO 2.0 16V 2001/..;1;10,01;10;10
20416;TENSOR CORR.DENTADA HYUNDAI TUCSON/I30 2.0 16V;1;7,5;5,27;7,5
20423;SENSOR ROTACAO VW GOL/PARATI/SAVEIRO/FOX/POLO;12;6,6;5,8;6,6
20424;BUZINA 2 CORNETAS 12V  C/COMPRESSOR;3;24,5;7,5;21
20433;PALHETA SLIM DIANT.FIAT IDEA 2011/2014 (PAR)24/15';15;69;5;5
20438;PALHETA SLIM DIANT.VW GOL G6 2013/..   (PAR)22/16';75;69;5;5
20439;PALHETA SLIM DIANT.VW FOX 2013/..      (PAR)22/15';39;69;5;5
20440;VALVULA TERMOSTATICA VW GOL G5/FOX/POLO FLEX;216;9;8;8
20441;VALVULA TERMOSTATICA VW GOL/PARATI 1.0 AT ../02;15;9;8;8
20442;SENSOR ROTACAO HONDA CIVIC 2.0 06/09 CRV 2.0 02/09;3;6,5;5;5
20443;SENSOR FASE FIAT PALIO/PUNTO/STRADA/SIENA   3 TERM;12;6,5;5;5
20444;SENSOR FASE VW GOLF 2.0 99/2006 NEW BEETLE;9;15,5;4,5;10,5
20445;CHAVE SETA TOYOTA BANDEIRANTES 85/91;3;36,7;3;9,5
20447;PORTA ESCOVA PART.RENAULT MASTER 2005/..     VALEO;3;9,5;3;9,5
20450;INTERRUPTOR DIR.HIDRAULICA FORD FIESTA/ECOSPORT;3;11;2,9;3
20451;INTERRUPTOR DIR.HIDRAULICA VW GOL/GOLF/BORA/JETTA;3;8,8;5;6,5
20452;INTERRUPTOR DIR.HIDRAULICA PEUGEOT 206 1.0;6;11;2,9;3
20453;INTERRUPTOR DIR.HIDRAULICA FORD FOCUS;3;11;2,9;3
20454;INTERRUPTOR DIR.HIDRAULICA CITROEN XSARA PICASSO;6;11;2,9;3
20455;INTERRUPTOR DIR.HIDRAULICA PEUGEOT 206/207/306;12;11;2,9;3
20456;INTERRUPTOR DIR.HIDRAULICA RENAULT CLIO/SANDERO;12;11;2,9;3
20463;TERMINAL DIRECAO FIAT UNO NOVO 10/..PALIO 12/.  LD;36;21;5;9
20464;TERMINAL DIRECAO FIAT UNO NOVO 10/..PALIO 12/.  LE;33;21;5;9
20465;PIVO INF HONDA CIVIC 2006/2011                  LD;21;13,5;9,5;10
20466;PIVO INF HONDA CIVIC 2006/2011                  LE;21;13,5;9,5;10
20476;SONDA LAMBDA VW GOLF 1.8 TURBO 2002/2008       PRE;3;19,5;4,6;13,2
20481;TENSOR CORR.ALTER.GM CORSA/CELTA/PRISMA COMPLETO;9;9,5;8,59;9,5
20482;TENSOR CORR.ALTER.GM CORSA NOVO/MONTANA COMPLETO;3;9,5;8,59;9,5
20484;TENSOR CORR.ALTER.MITSUBISHI PAJERO TR4 2.0 16V;3;11,4;3,91;11,4
20488;CIRCUITO LANT.TRAS.FORD FIESTA HATCH 2002/..    LD;1;16;12;4
20489;CIRCUITO LANT.TRAS.FORD FIESTA HATCH 2002/..    LE;1;16;12;4
20492;CIRCUITO LANT.TRAS.RENAULT CLIO SEDAN 2000/..   LD;3;16;12;4
20493;CIRCUITO LANT.TRAS.RENAULT CLIO SEDAN 2000/..   LE;3;16;12;4
20494;CIRCUITO LANT.TRAS.GM CORSA 99/.. 2 PORTAS      LD;1;16;12;4
20495;CIRCUITO LANT.TRAS.GM CORSA 99/.. 2 PORTAS      LE;2;16;12;4
20497;CIRCUITO LANT.TRAS.GM MERIVA 2003/2009          LD;2;16;12;4
20498;CIRCUITO LANT.TRAS.GM MERIVA 2003/2009          LE;1;16;12;4
20503;CHICOTE 2 VIAS FEMEA - AR CONDICIONADO GM/VW;36;23;3;10
20505;REGULADOR VOLT.FIAT PALIO/SIENA  1 PARAFUSO MARELL;489;8;6;8
20506;REGULADOR VOLT.FORD FIESTA      2 PARAFUSOS MARELL;9;8;6;8
20507;REGULADOR VOLT.FORD FIESTA/FOCUS           MARELLI;9;8;6;8
20509;ROLAMENTO 6003  MEDIDA 16,98X35X10 ALT.MARELLI;15;9;4;5
20514;BOMBA COMB.UNIVERSAL GASOLINA SISTEMA MARWAL B.VER;21;18;7;7
20515;BOBINA IGN.VW GOL 1.0/FOX 1.0 1.6 03/05 FLEX;177;16;9,5;10
20516;BOBINA IGN.FORD ESCORT/FIESTA/KA!/ECOSPORT ZETEC;27;16;9,5;10
20517;BOBINA IGN.RENAULT CLIO/SCENIC/LOGAN 1.6 16V;84;20;3,5;5
20518;BOBINA IGN.PEUGEOT 206/307 1.6 16V 2002/..CITROEN;15;43;7;19
20519;BOBINA IGN.FIAT PALIO/SIENA/DOBLO 1.6 16V;9;22;13;16
20520;MOTOR VENTIL.VW FOX ../2007 GOLF/POLO        C/ACD;12;31;14;31
20522;MOTOR VENTIL.VW FOX 2007/.. GOLF/POLO        C/ACD;15;38,5;14,5;38,5
20523;MOTOR VENTIL.PEUGEOT 206 1.0 16V 01/..       S/ACD;1;34;26;31
20524;MOTOR VENTIL.GM CORSA 1.0 1.6 95/..          S/ACD;7;38,5;14,5;38,5
20525;MOTOR VENTIL.FIAT PALIO 1.0 1.5 96/01        S/ACD;2;38,5;14,5;38,5
20526;CABO VELA GM CORSA/CELTA/PRISMA FIAT MOTOR 1.8;318;23,5;7,5;12
20527;CABO VELA FIAT PALIO 1.0 1.4 8V FIRE 2004/..;306;23,5;7,5;12
20528;CABO VELA FIAT PALIO 1.0 1.3 8V FIRE 2001/2004;27;23,5;7,5;12
20529;CABO VELA FIAT PALIO/FIORINO 1.0 1.5 8V 96/..;45;23,5;7,5;12
20530;CABO VELA FORD FIESTA/KA!/COURIER ENDURA;3;23,5;7,5;12
20531;CABO VELA VW GOL 1.0 05/..FLEX FOX TODOS/POLO 1.6;378;23,5;7,5;12
20532;CABO VELA VW GOL 1.6 1.8 8V 2003/.. FLEX;9;23,5;7,5;12
20534;FLANGE BOM.COMBUS.VW SANTANA 94/.. - GASOLINA;3;17;8;17
20535;FLANGE BOM.COMBUS.FIAT UNO FIRE 2003/.. SIST.BOSCH;63;17;8;10
20536;FLANGE BOM.COMBUS.FIAT PALIO/SIENA FIRE CONJ.BOSCH;375;17;8;10
20537;FLANGE BOM.COMBUS.VW GOL/PARATI 99/.. CONJ.BOSCH;18;17;8;17
20538;FLANGE BOM.COMBUS.VW FOX 1.0 FOX 1.6 2005/..;21;17;13;13
20540;FLANGE BOM.COMBUS.PEUGEOT 206 CITROEN PICASSO;6;16,5;10;13,8
20552;BICO INJETOR FIAT PALIO/UNO 1.0 1.3 1.5 FLEX/GASOL;144;9;3;3
20553;BICO INJETOR VW GOL/PARATI/SANTANA 1.8 00/.. GASOL;9;9;3;3
20554;BICO INJETOR FIAT PALIO/DOBLO 1.8 8V 2003/.. GASOL;3;9;3;3
20555;BICO INJETOR FORD FIESTA/ECOSPORT 1.0 1.6    GASOL;21;9;3;3
20556;BICO INJETOR RENAULT CLIO 1.0 16V PEUGEOT    GASOL;15;9;3;3
20557;BICO INJETOR VW FOX 1.0 GOL G4/G5 2005/..     FLEX;12;9;3;3
20558;BICO INJETOR FIAT PALIO/SIENA 1.6 16V 01/..  GASOL;3;9;3;3
20559;BICO INJETOR FIAT UNO NOVO/PALIO 1.0 2012/..  FLEX;18;9;3;3
20560;BICO INJETOR FIAT UNO NOVO/PALIO 1.4 2012/..  FLEX;9;9;3;3
20563;AMORTECEDOR FORD PAMPA 4X2 4X4 82/89          TRAS;1;65;6,5;6,5
20564;TAMPA RADIADOR VW GOL/PASSAT/VOYAGE/PARATI ../86;9;21;4;13
20565;TAMPA RADIADOR FORD F1000/F4000 ../92 GM C10/D10;6;21;4;13
20566;TAMPA RADIADOR GM OPALA/CARAVAN 6 CIL 85/92 S10;18;21;4;13
20567;TAMPA RADIADOR GM D20/D40 85/.. FORD F1000 93/98;9;21;4;13
20570;TAMPA OLEO VW GOL BX/KOMBI/FUSCA/MERCEDES ANTIGO;10;21;4;13
20572;TAMPA OLEO FIAT UNO/PREMIO/FIORINO TEMPRA 2.0 8V;3;21;4;13
20573;TAMPA COMB.FIAT PALIO 96/2000 (CILINDRO PLASTICO);3;20;10;17
20574;TAMPA OLEO FIAT UNO/PREMIO/FIORINO 90/95;2;21;4;13
20577;CABO VELA VW GOL 1.0 8V MI AT 97/.. GAS/ALC;21;23,5;7,5;12
20578;CABO VELA VW GOL/PARATI 1.0 16V MI AT 97/2001 GAS;12;23,5;7,5;12
20580;PARAFUSO SOBERBA PHILIPS 4,2 38MM (GRANDE);2;14;3,5;7,5
20581;BOMBA COMB.UNIVERSAL GASOLINA SISTEMA BOSCH/MARWAL;213;17,6;7;7
20582;BOMBA COMB.UNIVERSAL FLEX   SISTEMA BOSCH/MARWAL;237;17,6;7;7
20583;BOMBA COMB.GM MONZA EFI 91/96 GAS. SISTEMA DELPHI;18;17,6;7;7
20588;BOBINA IGN.GM CORSA/CELTA 02/..PALIO/DOBLO 1.8 8V;21;15,5;10;13,5
20590;TENSOR CORR.ALTER.CITROEN PICASSO 2.0 16V 2001/..;3;7,5;6;7
20592;BOBINA IGN.VW GOL 1.0 AT 8/16V 96/05 KOMBI 1.6 MI;6;16;9,5;10
20593;AMORTECEDOR MERCEDES SPRINTER 413 DCI         DIAN;1;65;8,5;8,5
20594;PASTILHA VW GOL G5/VOYAGE/SAVEIRO 2012/..     DIAN;24;16;6,5;13
20595;PASTILHA GM COBALT 2012/..                    DIAN;15;14;5;11
20596;PASTILHA NISSAN MARCH 1.0 1.6 16V VERSA! 1.6  DIAN;21;14;4;10
20599;PASTILHA FORD NEW FIESTA 1.6 16V 2010/..      DIAN;12;14;4;10
20600;PASTILHA RENAULT DUSTER 1.6 16V 2011/..       DIAN;6;14;4;10
20601;PASTILHA RENAULT DUSTER/FLUENCE 2.0 16V 11/.. DIAN;6;16;6,5;13
20602;PASTILHA HYUNDAI HB20 1.6 16V 2012/2019       DIAN;27;16;6;11
20604;BOBINA IGN.MERCEDES CLASSE A 160 190 99/05;3;39,2;6,8;17,6
20605;BOBINA IGN.VW GOL G5/VOYAGE 1.0 1.6 VHT;15;16;14,5;14,5
20606;MOTOR VENTIL.PEUGEOT 206 C/CONECTOR          C/ACD;3;57,5;12,5;44,5
20608;ATUADOR MARCHA LENTA FIAT PALIO/SIENA/UNO/STRADA;12;9;4;5
20609;ATUADOR MARCHA LENTA VW GOL/PARATI 1.6 1.8 2.0;36;9;4;5
20610;ATUADOR MARCHA LENTA VW GOL/PARATI 1.6 1.8 03/..;21;9;4;5
20611;ATUADOR MARCHA LENTA FIAT PALIO/UNO/SIENA   FIRE;15;9;4;5
20612;ATUADOR MARCHA LENTA GM CELTA/CORSA 1.0 8V GAS;30;9;4;5
20613;BOBINA IGN.RENAULT CLIO 1.0 8V 99/06 KANGOO 1.6 8V;15;16;9,5;10
20614;LAMPADA PINGUINHO 1,2W         C/SOQUETE PRETO 12V;264;4,5;0,9;3,5
20615;LAMPADA PINGUINHO 1,2W          C/SOQUETE AZUL 12V;864;4,5;0,9;3,5
20616;LAMPADA PINGUINHO 2,0W         C/SOQUETE VERDE 12V;495;4,5;0,9;3,5
20617;LAMPADA H11 55W                                12V;51;8;5;5
20618;LAMPADA 1122 2 POLOS                     21/4W 12V;99;5,5;1,4;5,5
20619;LAMPADA 1176 2 POLOS                           12V;219;5,5;1,4;5,5
20620;LAMPADA PINGUINHO 1,2W         C/SOQUETE CINZA 24V;135;4,5;0,9;3,5
20621;LAMPADA PINGAO 3W                              24V;27;4,5;0,9;3,5
20622;LAMPADA PINGAO 5W                              24V;39;4,5;0,9;3,5
20625;CIRCUITO LANT.TRAS.VW GOL G3 2000/..            LD;3;16;12;4
20626;CIRCUITO LANT.TRAS.VW GOL G3 2000/..            LE;3;16;12;4
20627;CHICOTE 4 VIAS FEMEA - SENSOR TEMPERATURA VW FOX;183;23;3;10
20628;CHICOTE 4 VIAS FEMEA - SENSOR CITROEN/PEUGEOT;3;23;3;10
20695;LAMPADA 1034 2 POLOS          BASE VIDRO 21/5W 12V;564;5,5;1,4;5,5
20699;CORREIA DENTADA GM CRUZE 1.8 16V 2011/..SONIC 1.6;18;25,5;3;16
20701;CORREIA MICRO V FIAT PALIO FIRE 1.0 1.4 8V 2004/..;111;14;2,2;8
20702;TENSOR CORR.DENTADA GM CRUZE 1.8 16V 2011/..SONIC;4;7,5;6;7
20703;PALHETA SLIM DIANT.UNIVERSAL             (UND) 14';240;53;5;5
20704;PALHETA SLIM DIANT.UNIVERSAL             (UND) 15';264;53,5;5;5
20705;PALHETA SLIM DIANT.UNIVERSAL             (UND) 23';414;69,5;5;5
20717;CORREIA ELASTICA GM CORSA/CELTA 2008/.. GIR ALT;15;14;2,2;8
20721;CORREIA DENTADA MITSUBISHI L200/300 2.5 93/..DIESE;6;25,5;3;16
20722;CORREIA DENTADA MITSUBISHI L200/300 2.5 93/..DIESE;3;25,5;3;16
20723;CORREIA DENTADA TOYOTA HILUX/SW4 2.5 3.0 16V 05/..;6;25,5;3;16
20724;CORREIA MICRO V FORD RANGER 2.5 HSD 98/.. ACD;6;14;1,4;8
20725;LAMPADA PINGUINHO 1,2W         C/SOQUETE PRETO 12V;114;4,5;0,9;3,5
20726;LAMPADA 1141 1 POLO              BASE PLASTICO 12V;24;5,5;1,4;5,5
20727;LAMPADA 1034 2 POLOS             BASE PLASTICO 12V;78;5,5;1,4;5,5
20728;LAMPADA PINGUINHO 1,2W                         24V;21;4,5;0,9;3,5
20730;LAMPADA TORPEDO PEQUENO 5W                     24V;30;4,5;0,9;3,5
20731;LAMPADA TORPEDO GRANDE                         24V;15;4,5;0,9;3,5
20732;BICO INJETOR RENAULT CLIO 1.6 16V            GASOL;6;9;3;3
20733;KIT CORREIA DENTADA FIAT PALIO 1.3 1.4 FIRE../08;96;26,5;17,52;26,5
