Codigo;Produto;Quantidade;Altura;Largura;Profundidade
60249;VALVULA MOTOR VW AMAROK 2.0 16V TDI 2011/2014  ADM;3;19;6;13
60250;MOTOR LIMPADOR TOYOTA HILUX 2005/2015          12V;2;25,5;12;16
60251;SELO BLOCO FIAT 1.4/1.6/1.8 2010/..        35.30MM;18;4;1;4
60253;AMORTECEDOR BMW X1 F48 2014/2019           LD DIAN;1;67;21;21
60256;VALVULA MOTOR GM AGILE/COBALT/CORSA 1.4 FLEX   ESC;18;14;4;7,5
60257;VALVULA MOTOR VW AMAROK 2.0 16V TDI 2011/2014  ESC;8;19;6;13
60258;VALVULA MOTOR HONDA CIVIC 1.6/1.7 91/2006      ESC;12;10;3;6,5
60260;BICO INJETOR HYUNDAI HB20 1.0 12V 2012/..     FLEX;3;8;2,4;2,4
60262;AMORTECEDOR HONDA CIVIC 2017/..               TRAS;3;46;13;13
60264;BICO INJETOR FORD FOCUS/ECOSPORT 2.0 2003/.. GASOL;9;8;2,4;2,4
60269;REGULADOR VOLT.TOYOTA RAV4 2.4 2006/2013     DENSO;1;6,5;5,5;6,3
60270;JOGO JUNTA MOTOR FORD FIESTA 1.0 12V 2016/.. C/RET;2;41,3;2,8;19,3
60271;JOGO JUNTA MOTOR FORD FIESTA 1.0 12V 2016/.. S/RET;2;41,3;2,8;19,3
60272;JOGO JUNTA MOTOR FORD FIESTA 1.0 12V 2016/.. S/RET;2;41,3;2,8;19,3
60274;JOGO JUNTA MOTOR FORD FIESTA 1.0 12V 2016/.. C/RET;2;41,3;2,8;19,3
60282;VALVULA MOTOR FIAT PALIO/SIENA 1.6 8V FIASA    ESC;3;14;4;7
60287;VALVULA MOTOR TOYOTA COROLLA 1.8 16V           ESC;3;10;3;6,5
60289;VALVULA MOTOR TOYOTA HILUX 3.0 2005/2015       ESC;4;15;4,5;9
60290;CEBOLINHA OLEO VW/FORD AP 1.8/2.0 C/INJ.;3;7;4;4
60291;CEBOLINHA OLEO FORD FUSION 3.0 V6 2009/2012;1;7;4;4
60297;CEBOLINHA OLEO RENAULT LOGAN/SANDERO 1.6 8/16V;3;7;4;4
60301;OLEO MOTOR 5W30                          SINTETICO;2619;23;6;10
60302;BRONZINA BIELA HYUNDAI TUCSON/I30 2.0 16V      025;3;10;3;6,5
60303;BRONZINA BIELA HYUNDAI TUCSON/I30 2.0 16V      050;1;10;3;6,5
60310;CEBOLINHA OLEO RENAULT FLUENCE 2.0 16V  1 TERMINAL;3;7;4;4
60316;CEBOLINHA OLEO RENAULT FLUENCE 2.0 16V  1 TERMINAL;1;5,5;4;4
60318;BRONZINA MANCAL HYUNDAI TUCSON/I30 2.0 16V     025;13;14;3;7
60321;BRONZINA MANCAL HYUNDAI TUCSON/I30 2.0 16V     050;4;14;3;7
60325;OLEO CAMBIO 80W GL4                        MINERAL;900;23;6;10
60327;CEBOLINHA OLEO RENAULT CLIO/LOGAN/SANDERO 1.0 16V;4;7;4;4
60328;PISTAO MOTOR HYUNDAI TUCSON/I30 2.0 16V        STD;3;18,5;8,5;18,5
60329;PISTAO MOTOR HYUNDAI TUCSON/I30 2.0 16V        050;12;18,5;8,5;18,5
60331;VALVULA MOTOR HYUNDAI TUCSON/I30 2.0 16V       ADM;3;14;4;7
60332;VALVULA MOTOR HYUNDAI TUCSON/I30 2.0 16V       ESC;3;14;4;7
60333;CEBOLINHA OLEO FORD F1000 92/98 RANGER 3.0 DIESEL;1;7;5;5
60337;JOGO JUNTA MOTOR FORD KA!/FIESTA 1.0 ENDURA  S/RET;3;53,3;2,8;24,8
60338;JOGO JUNTA MOTOR FORD KA!/FIESTA 1.3 ENDURA  C/RET;1;53,3;2,8;24,8
60340;JOGO JUNTA MOTOR FORD KA!/FIESTA 1.3 ENDURA  S/RET;1;53,3;2,8;24,8
60342;CEBOLINHA OLEO FORD ESCORT/KA!/FIESTA/COURIER;4;7;5;5
60345;CEBOLINHA OLEO FORD FIESTA/KA!/FOCUS ../2008;2;7;5;5
60346;CEBOLINHA OLEO GM PERKINS DIESEL;2;7;5;5
60347;CEBOLINHA OLEO FIAT TODOS;1;7;5;5
60348;CEBOLINHA OLEO FIAT PALIO/UNO/DOBLO/FIORINO;9;7;5;5
60349;CEBOLINHA OLEO FORD FIESTA/KA!/ECOSPORT 2008/..;4;7;5;5
60350;CEBOLINHA OLEO VW FOX/GOL G5/VOYAGE;1;7;5;5
60360;CEBOLINHA OLEO RENAULT CLIO/LOGAN/SANDERO 1.0 16V;3;7;5;5
60361;CEBOLINHA OLEO VW GOL/PARATI/SANTANA 1.8 2.0;9;7;5;5
60362;CEBOLINHA OLEO VW KOMBI/FUSCA 1600 FORD CARGO;2;7;5;5
60363;CEBOLINHA OLEO VW GOLF/POLO CLASSIC;1;7;5;5
60364;CEBOLINHA OLEO VW/FORD 1.6 CHT C/INJ.;1;7;5;5
60365;CEBOLINHA OLEO GM CORSA/CELTA/VECTRA/AGILE/ONIX;6;7;5;5
60366;CEBOLINHA OLEO GM MONZA/KADETT 92/..EFI  3 TERM.;9;7;5;5
60367;CEBOLINHA OLEO RENAULT CLIO/MEGANE/SCENIC/R19;2;7;5;5
60370;CEBOLINHA OLEO GM OPALA/CARAVAN;1;7;5;5
60372;CEBOLINHA OLEO HONDA CIVIC TOYOTA COROLLA/HILUX;4;7;5;5
60375;PLACA RET.FIAT MOBI 1.0 2014/..              DENSO;3;12,5;6;11,5
60378;BRACO LIMPADOR TRASEIRO AUDI A3 2013/2016;1;60;5;5
60380;BRACO LIMPADOR TRASEIRO AUDI A3 2004/2012;2;60;5;5
60382;BRACO LIMPADOR TRASEIRO CITROEN AIRCROSS 2011/2020;2;60;5;5
60384;BRACO LIMPADOR TRASEIRO CITROEN C3 2002/2012;3;60;5;5
60385;BRACO LIMPADOR TRASEIRO CITROEN C4 PICASSO 07/14;2;60;5;5
60386;BRACO LIMPADOR TRASEIRO CITROEN PICASSO 2001/2012;3;60;5;5
60387;BRACO LIMPADOR TRASEIRO FIAT FREEMONT 2012/2016;2;60;5;5
60390;BRACO LIMPADOR TRASEIRO FIAT IDEA 2006/2010;4;60;5;5
60391;BRACO LIMPADOR TRASEIRO FIAT NOVO UNO 2011/2017;3;60;5;5
60392;BRACO LIMPADOR TRASEIRO FIAT PALIO 96/2016;3;60;5;5
60393;BRACO LIMPADOR TRASEIRO TOYOTA SW4 2006/2015;2;60;5;5
60394;BRACO LIMPADOR TRASEIRO FIAT PALIO WEEKEND 97/2000;1;60;5;5
60397;BRACO LIMPADOR TRASEIRO FIAT PALIO WEEKEND 01/03;1;60;5;5
60399;BRACO LIMPADOR TRASEIRO FIAT PUNTO 2008/2016;2;60;5;5
60400;BRACO LIMPADOR TRASEIRO VW GOL G3 99/2005;3;60;5;5
60401;BRACO LIMPADOR TRASEIRO FORD FIESTA 2002/2013;3;60;5;5
60402;BRACO LIMPADOR TRASEIRO FORD ECOSPORT 2013/2017;3;60;5;5
60403;BRACO LIMPADOR TRASEIRO VW GOLF 99/2007;3;60;5;5
60405;BRACO LIMPADOR TRASEIRO VW GOLF 2014/2019;4;60;5;5
60406;BRACO LIMPADOR TRASEIRO FORD FOCUS HATCH 2009/2013;2;60;5;5
60410;BRACO LIMPADOR TRASEIRO VW UP! 2014/..;2;60;5;5
60411;JOGO JUNTA SUP.HYUNDAI HB20 1.0 12V 2012/..  C/RET;4;50,3;2,3;21,3
60415;VELA GM CRUZE 1.8 16V 2011/..               FLEX;24;4,188;4,188;4,188
60416;SENSOR ABS FIAT STRADA 1.8 2010/..         LE DIAN;3;12;4,2;11
60418;FILTRO OLEO TOYOTA COROLLA 2.0 2020/..;58;6,7;3,35;6,5
60421;BRACO LIMPADOR TRASEIRO FORD NEW FIESTA 2013/2019;3;60;5;5
60423;PISTAO MOTOR FORD FIESTA/FOCUS 1.6 16V SIGMA   050;4;19;8,5;19
60427;BRACO LIMPADOR TRASEIRO FORD FOCUS HATCH 2014/2019;2;60;5;5
60428;BRACO LIMPADOR TRASEIRO FORD KA! 97/2007;2;60;5;5
60429;BRACO LIMPADOR TRASEIRO GM ONIX 2013/2018;3;60;5;5
60430;BRACO LIMPADOR TRASEIRO GM ASTRA 99/2011;6;60;5;5
60431;BRACO LIMPADOR TRASEIRO GM CAPTIVA 2008/2017;1;60;5;5
60432;BRACO LIMPADOR TRASEIRO GM CELTA 2001/2014;1;60;5;5
60433;BRACO LIMPADOR TRASEIRO GM CRUZE HATCH 2012/2015;2;60;5;5
60434;BRACO LIMPADOR TRASEIRO GM CRUZE HATCH 2016/..;1;60;5;5
60436;TENSOR CORR.ALTER.HYUNDAI HB20/I30 1.6 16V 13/..;6;10,01;10;10
60437;BRACO LIMPADOR TRASEIRO GM SPIN 2013/..;2;60;5;5
60438;TENSOR CORR.ALTER.HONDA CITY 1.5 16V 2010/..;3;10,01;10;10
60439;PROTETOR CARTER RENAULT SANDERO/LOGAN 2013/2020;3;79;4;56,5
60441;CORREIA MICRO V NISSAN FRONTIER 2.8 2002/2010;1;14;1,4;8
60445;BARRA AXIAL FIAT TORO 1.8 2016/..             C/DE;9;35;5;5
60447;CORREIA MICRO V KIA CERATO 1.6 16V 2006/2010;1;14;1,4;8
60450;BARRA AXIAL FIAT DUCATO 94/2017 (REFORCADA)   C/DH;4;40;4,5;4,5
60452;BARRA AXIAL GM S10 2012/.. TRAILBLAZER 2013/..;6;40;4,5;4,5
60453;TENSOR CORR.ALTER.FORD COURIER 1.6 8V 99/..;1;10;6;10
60454;BARRA AXIAL FORD RANGER 98/2012               C/DH;4;43,2;4,5;4,5
60457;BRACO LIMPADOR TRASEIRO GM VECTRA 2008/2011;2;60;5;5
60459;BOBINA IGN.FIAT UNO/PALIO/TEMPRA/FIORINO 94/..;9;9;7,6;8,7
60462;BOBINA IGN.RENAULT CLIO 1.0 8V 99/06 KANGOO 1.6 8V;3;11,8;9,3;10,3
60463;BARRA AXIAL PEUGEOT 208 2017/.. 2008! 2015/.. C/DE;3;30;4,5;4,5
60464;CEBOLINHA OLEO TOYOTA HILUX/COROLLA;2;7;5;5
60465;CEBOLINHA OLEO FORD RANGER HYUNDAI H100;3;7;5;5
60466;CEBOLINHA OLEO HONDA CIVIC/ACCORD HYUNDAI H100;1;7;5;5
60467;CEBOLINHA OLEO VW GOLF/BORA/POLO/JETTA;1;7;5;5
60469;CEBOLINHA OLEO VW FOX/GOL G5/POLO/GOLF/KOMBI;3;7;5;5
60470;TINTA SPRAY ALUMINIO                       200ML;24;15;5;5
60473;CEBOLINHA OLEO PEUGEOT 206/307 CITROEN C3 1.6;8;7;4;4
60475;CEBOLINHA OLEO GM TRACKER 2007/2009;1;5,5;4;4
60476;TINTA SPRAY PRETO FOSCO                    200ML;126;15;5;5
60478;TINTA SPRAY BRANCO FOSCO                   200ML;15;15;5;5
60479;TINTA SPRAY BRANCO BRILHANTE               200ML;27;15;5;5
60481;TINTA SPRAY GRAFITE                        200ML;6;15;5;5
60482;TINTA SPRAY DOURADO                        200ML;3;15;5;5
60485;SEMI EIXO FORD FUSION 2.3 2006/2009             LE;3;71,5;12,8;12,8
60486;SEMI EIXO FORD FUSION 2.3 2006/2009             LD;3;71,5;12,8;12,8
60488;BARRA AXIAL GM ONIX 2020/..                   C/DE;4;34;5;5
60489;BARRA AXIAL NISSAN FRONTIER SEL 2008/2016;4;30;4,5;4,5
60490;BARRA AXIAL MITSUBISHI PAJERO FULL 2007/..    C/DH;4;28;5;5
60494;BOBINA IGN.FORD ECOSPORT 2.0 2017/2018;3;18,5;8;8
60496;PIVO INF GM MERIVA 1.8 2002/2012;17;10;8,5;9
60499;RESISTENCIA VENTOINHA CITROEN XSARA PICASSO 01/12;5;9;5,5;7
60501;BOBINA IGN.JAC J6 2.0 16V TODOS;6;8,8;8,2;8,5
60502;BOBINA IGN.VW GOL 1.0 1.6 1.8 AE AP ../96 LOGUS AP;3;11,2;9,5;9,5
60509;BOBINA IGN.FORD NEW FIESTA 1.0 TURBO 2017/..;4;21,2;9,3;11
60513;BOBINA IGN.FIAT UNO 1.4 FIRE EVO 10/..GRAND SIENA;9;20;11,8;11,8
60514;BOBINA IGN.GM CAPTIVA 3.6 V6 2008/2012;1;19,5;7;7
60525;BOBINA IGN.FIAT MAREA/BRAVA/STILO 1.8 16V;5;17;6,5;10
60526;BOBINA IGN.GM VECTRA 2.0 03/05 2.2 16V ASTRA 2.0;4;11,8;9,3;10,3
60527;BOBINA IGN.FIAT PALIO/SIENA 1.0 1.3 8/16V FIRE;3;11,8;9,3;10,3
60529;BOBINA IGN.FORD ESCORT/FIESTA/KA!/COURIER ENDURA;4;11,8;9,3;10,3
60538;BOBINA IGN.RENAULT SCENIC/MEGANE 2.0 8V 96/..;1;9;7,6;8,7
60539;BOBINA IGN.HYUNDAI HB20 1.6 2012/..KIA SOUL 1.6;3;19;7,2;7,2
60540;BOBINA IGN.HYUNDAI HB20 1.0 2013/..KIA PICANTO;9;19,5;7;7
60541;BOBINA IGN.HYUNDAI IX35 2.0 2009/2015;3;19,5;7;7
60545;BOBINA IGN.FIAT PALIO/SIENA/DOBLO 1.6 16V;3;17,5;10,8;15,6
60549;BOBINA IGN.FIAT UNO/TIPO 1.6 VW GOL 2.0 95/2000;5;11,8;9,3;10,3
60550;BOBINA IGN.RENAULT CLIO 1.0 16V 09/..LOGAN/SANDERO;14;11,8;9,3;10,3
60551;BOBINA IGN.GM BLAZER/S10 4.3 V6 98/..;3;8,8;8,2;8,5
60552;BOBINA IGN.GM ONIX/PRISMA 1.0 1.4 2012/2014;2;9,6;8,9;9,1
60553;BOBINA IGN.NISSAN LIVINA/TIIDA 1.8 16V 2009/..;3;17,3;7,5;8,5
60554;BOBINA IGN.PEUGEOT 208 1.2 12V 2017/..;3;20;6,5;10
60555;BOBINA IGN.GM CORSA/CELTA 02/..PALIO/DOBLO 1.8 8V;11;13;7;13
60556;BOBINA IGN.FORD FIESTA/KA! 2008/..FLEX ZETEC ROCAM;13;11,8;9,3;10,3
60561;BICO INJETOR VOLVO XC60 T5 2014/2017         GASOL;3;9;3;3
60564;BARRA AXIAL GM VECTRA 97/2005 CX DHB        C/DH;3;46;5;5
60566;BARRA AXIAL GM VECTRA 97/05 CX ZF           C/DH;5;46;5;5
60576;BARRA AXIAL FIAT DOBLO 1.8 ADVENTURE 2003/..  C/DH;2;35;5;5
60579;BARRA AXIAL FIAT TORO 1.8 2016/..             C/DE;8;35;5;5
60581;BARRA AXIAL VW POLO 96/2001                   C/DH;13;46;5;5
60594;BARRA AXIAL FORD FOCUS 2006/2009              C/DH;10;46;5;5
60596;BARRA AXIAL FORD EDGE 2007/2016               C/DH;9;28;5;5
60599;BARRA AXIAL FORD RANGER 2013/2017             C/DH;5;28;5;5
60604;BARRA AXIAL KIA BESTA 2001/2005            C/DM/DH;2;35;5;5
60606;BARRA AXIAL MITSUBISHI PAJERO TR4 2003/..;18;46;5;5
60608;BARRA AXIAL TOYOTA COROLLA 2002/2008          C/DH;6;35;5;5
60615;TINTA SPRAY VERMELHO                       200ML;9;15;5;5
60618;BARRA AXIAL HYUNDAI VERA CRUZ 2006/2012;2;28;5;5
60630;PISTAO MOTOR RENAULT KWID/SANDERO 1.0 12V      STD;3;23;15;22,5
60631;BARRA AXIAL KIA SORENTO 2011/2015          LD C/DH;6;28;5;5
60649;BRONZINA BIELA HYUNDAI HB20/I30/VELOSTER 1.6   STD;2;9;2;6
60651;BRONZINA MANCAL HYUNDAI HB20/I30/VELOSTER 1.6  050;1;14;3;7
60654;BRONZINA MANCAL HYUNDAI HB20/I30/VELOSTER 1.6  STD;4;14;3;7
60658;PISTAO MOTOR HYUNDAI HB20/I30/VELOSTER 1.6 16V STD;4;23;15;22,5
60662;PASTILHA RENAULT KWID 1.0 12V 2019/..         DIAN;24;11,5;7;7,8
60663;RETENTOR TRAS.VIRAB.PEUGEOT 206 1.0 1.6 8/16V;1;10,5;0,8;8,5
60664;RETENTOR TRAS.VIRAB.PEUGEOT 206 1.0 1.6 8/16V;15;10,5;0,8;8,5
60665;RETENTOR HASTE VALV.VW GOL/FOX/PARATI/KOMBI  6MM;21;0,97;0,6;0,88
60667;JUNTA DESLIZANTE RENAULT KWID 1.0 2017/..;2;22;11,4;11,4
60668;JUNTA HOMOCINETICA RENAULT KWID 1.0 12V 2017/..;2;22;11,4;11,4
60670;COIFA HONDA HRV 1.8 2015/.. AUTOMATICO     LD.RODA;6;10;9;9
60671;COIFA FIAT ARGO! 1.8 2017/..             LD.CAMBIO;7;10;9;9
60687;SILICONE *COBRE COPPER P/ALTA TEMP.-52º/371º   70G;12;21;3,5;10
60688;ANEL PISTAO FIAT ARGO!/MOBI 1.0 6V FIREFLY     STD;3;9,5;3,5;9,5
60689;ANEL PISTAO FIAT ARGO!/MOBI 1.0 6V FIREFLY     040;2;9,5;3,5;9,5
60691;SILICONE *PRETO BLACK SUPERFLEX                55G;12;21;3,5;10
60726;SENSOR ABS GM CRUZE 1.8 16V 2010/2016         DIAN;1;13,8;7;10
60735;VELA BMW 320I/330I/525I/528I/540I/545I;3;10;2,5;9
60736;SENSOR ABS FIAT STRADA 1.8 2010/..         LE DIAN;3;13,8;7;10
60741;SENSOR ABS GM CRUZE 1.8 16V 2010/2016         TRAS;2;10,4;4;8,5
60746;MOTOR VENTIL.FIAT TORO 2.0 2016/..           C/ACD;3;46;16;46
60754;BRACO LIMPADOR TRASEIRO GM ZAFIRA 2001/2012;3;60;5;5
60755;BRACO LIMPADOR TRASEIRO HONDA CRV 2006/2011;1;60;5;5
60756;BRACO LIMPADOR TRASEIRO HONDA FIT 2002/2008;3;60;5;5
60757;BRACO LIMPADOR TRASEIRO HYUNDAI I30 2008/2012;2;60;5;5
60759;BRACO LIMPADOR TRASEIRO KIA SOUL 2009/2010;1;60;5;5
60760;BRACO LIMPADOR TRASEIRO HONDA FIT 2009/2014;3;60;5;5
60761;BRACO LIMPADOR TRASEIRO HONDA FIT 2015/..;1;60;5;5
60762;BRACO LIMPADOR TRASEIRO HYUNDAI CRETA 2017/..;1;60;5;5
60763;BRACO LIMPADOR TRASEIRO HYUNDAI I30 2013/2016;1;60;5;5
60767;BRACO LIMPADOR TRASEIRO RENAULT CLIO 2000/2012;9;60;5;5
60768;BRACO LIMPADOR TRASEIRO NISSAN MARCH 2011/2020;2;60;5;5
60769;BRACO LIMPADOR TRASEIRO PEUGEOT 206 2002/2010;4;60;5;5
60770;BRACO LIMPADOR TRASEIRO PEUGEOT 208 2014/2020;1;60;5;5
60772;BRACO LIMPADOR TRASEIRO RENAULT CLIO 2013/2017;2;60;5;5
60773;SENSOR ABS FIAT STRADA 1.8 2010/..         LD DIAN;7;13,8;7;10
60774;BRACO LIMPADOR TRASEIRO RENAULT DUSTER 2012/2019;3;60;5;5
60775;BRACO LIMPADOR TRASEIRO RENAULT SANDERO 2008/2014;2;60;5;5
60776;SENSOR ABS FIAT TORO 1.8 16V                  DIAN;2;10,4;4;8,5
60777;SENSOR ABS VW AMAROK 2.0 16V 2010/..       LD TRAS;5;9;4;5
60778;SENSOR ABS GM ONIX 2013/2018               LD TRAS;1;10,4;4;8,5
60780;SENSOR ABS GM ONIX 2013/2018               LE DIAN;2;10,4;4;8,5
60781;SENSOR ABS GM ONIX 2013/2018               LE TRAS;1;13,8;7;10
60784;SENSOR ABS GM ONIX 2013/2018               LD DIAN;1;13,8;7;10
60785;SENSOR ABS FIAT TORO 1.8 16V                  TRAS;1;10,4;4;8,5
60786;SENSOR ABS FIAT STRADA 96/..               LD TRAS;3;13,8;7;10
60787;BOBINA IGN.VOLVO XC60 3.0 3.2 V6 2010/2016;5;19,5;7;7
60788;SENSOR ABS FIAT STRADA 96/..               LE TRAS;3;13,8;7;10
60789;SENSOR ABS FORD KA 2007/2014                  TRAS;1;10,4;4;8,5
60791;SENSOR ABS FORD KA 2007/2014                  DIAN;3;13,8;7;10
60792;SENSOR ABS FORD FOCUS 2009/..                 DIAN;1;9;4;5
60795;SENSOR ABS FORD FOCUS 2001/2008               TRAS;2;10,4;4;8,5
60803;SENSOR ABS FORD FIESTA 1.6 2011/2013          TRAS;1;10,4;4;8,5
60805;SENSOR ABS VW POLO 1.8 2006/2013              TRAS;2;13,8;7;10
60809;SENSOR ABS TOYOTA COROLA 1.8 2009/2014     LE DIAN;1;18,5;8;8
60810;SENSOR ABS TOYOTA COROLA 1.8 2009/2014     LD DIAN;1;18,5;8;8
60814;ANEL PISTAO FIAT DOBLO/PALIO/SIENA E-TORQ 1.8  STD;3;9,5;3,5;9,5
60816;PALHETA SLIM DIANT.VW AMAROK 2013/..   (PAR)24/24';6;64;5;5
60817;PALHETA SLIM DIANT.AUDI A3 2007/2012   (PAR)24/19';3;75;5;5
60822;PALHETA SLIM DIANT.CITROEN C4 PALLAS   (PAR)28/24';16;75;5;5
60824;BIELETA HYUNDAI SANTA FE GLS 3.3 V6 13/18  LE TRAS;1;32;3,5;6,5
60825;PALHETA SLIM DIANT.FIAT IDEA 2011/2014 (PAR)24/15';3;69;5;5
60826;PALHETA SLIM DIANT.FIAT ARGO! 2017/..  (PAR)24/15';48;68,5;5;5
60827;BIELETA TOYOTA FREELANDER 2008/2014           DIAN;2;32;3,5;6,5
60832;BIELETA CHERY TIGGO 2.0 16V 2009/2016      LE TRAS;2;32;3,5;6,5
60834;BIELETA AUDI A1 2011/2017                     DIAN;3;32;3,5;6,5
60835;BIELETA HYUNDAI SANTA FE GLS 3.3 V6 13/18  LD TRAS;1;32;3,5;6,5
60837;BIELETA MITSUBISHI PAJERO TR4 2005/2009       TRAS;1;23,5;3,5;6,5
60839;BIELETA MITSUBISHI ASX/LANCER 2010/..      LE TRAS;2;32;3,5;6,5
60841;BIELETA MERCEDES C180 2008/2014            LD DIAN;3;32;3,5;6,5
60846;BIELETA CHERY TIGGO 2.0 16V 2009/2016      LD TRAS;2;32;3,5;6,5
60847;BIELETA CHERY CIELO 2010/2015                 TRAS;4;32;3,5;6,5
60850;ARRUELA ENCOSTO FIAT PALIO/BRAVA/ELBA 1.6      STD;1;8,5;1,5;5
60860;BRONZINA BIELA FORD NEW FIESTA 1.6 SIGMA 10/.. 050;1;17;3,5;9
60863;BOMBA D'AGUA FORD KA! 1.0 3 CILINDROS 2014/..;3;15,6;12,9;12,9
60864;AMORTECEDOR VW POLO 2006/2014 FOX 2009/..     TRAS;3;67;21;21
60870;COXIM AMORT.GM CELTA/CORSA/CLASSIC/PRISMA     DIAN;6;20;20;20
60872;OLEO MOTOR 10W30                    SEMISSINTETICO;9;23;6;10
60877;CILINDRO RODA TRAS.GM S10 2012/..;3;8;8;8
60880;JUNTA HOMOCINETICA TOYOTA COROLLA 2.0 2011/2017;2;18,5;10,5;10,5
60881;BUCHA EIXO GM VECTRA 96/2005    TERMINAL EIXO TRAS;4;8;7;8
60883;RADIADOR FORD FOCUS 1.8 2.0 2001/2007        C/ACD;2;65,5;11;52,5
60885;CABO EMBREAGEM PEUGEOT 206 1.6 99/2001;2;70;4;4
60889;AMORTECEDOR FIAT MOBI 2016/.. EXCETO WAY   LD DIAN;1;56;23;23
60891;AMORTECEDOR FIAT MOBI 2016/.. WAY             TRAS;4;56;23;23
60900;AMORTECEDOR FIAT BRAVO 2010/2017              TRAS;3;63;8;13
60905;SUPORTE BARRA TENSORA GM AGILE/MONTANA 2010/..LD;3;17;7;13
60906;SUPORTE BARRA TENSORA GM AGILE/MONTANA 2010/..LE;3;17;7;13
60914;BARRA AXIAL CHANA CARGO 2006/.. FAMILY 2006/..;1;28;5;5
60920;BARRA AXIAL CHERY TIGGO 2009/..               C/DH;2;34;5;5
60937;BIELETA GM CHEVETTE 74/95                     DIAN;3;30;3,5;8
60945;BIELETA GM EQUINOX 2018/..                    TRAS;2;32;3,5;6,5
60949;BIELETA HONDA CIVIC 92/97                     DIAN;3;32;3,5;6,5
60952;BIELETA HONDA CIVIC 97/2000                LD TRAS;2;32;3,5;6,5
60960;BIELETA HONDA CIVIC 97/2000                LE TRAS;2;32;3,5;6,5
60968;BOMBA D'AGUA FIAT TEMPRA 8V/16V - TODOS;1;23,5;11,5;12
60972;BARRA AXIAL FORD BELINA/PAMPA 82/97;14;28;5;5
60976;BARRA AXIAL HONDA CIVIC 91/2000               C/DH;3;28;5;5
60979;JUNTA HOMOCINETICA CITROEN PICASSO 1.6 2001/2015;9;18,5;10,5;10,5
60984;JUNTA HOMOCINETICA RENAULT CLIO 1.6 2000/..  C/ABS;2;18,5;10,5;10,5
60985;JUNTA HOMOCINETICA RENAULT CLIO 1.0 1.6 2000/..;1;18,5;10,5;10,5
60986;JUNTA HOMOCINETICA CITROEN PICASSO 1.6 2001/..;5;18,5;10,5;10,5
60987;AMORTECEDOR PEUGEOT 208 2013/..               TRAS;4;67;21;21
60991;JUNTA HOMOCINETICA FORD FOCUS 2.0 2009/2013;3;18,5;10,5;10,5
60995;AMORTECEDOR GM ONIX 2016/2018 ACTIV           TRAS;4;51;21;21
61003;JUNTA HOMOCINETICA FIAT MAREA 1.8 98/2004;1;18,5;10,5;10,5
61004;JUNTA HOMOCINETICA FIAT MAREA 1.8 98/2004;4;22;11,4;11,4
61007;KIT DISTRIBUICAO FIAT DUCATO 2.3 16V MULTIJET;1;8,58;8,5;8,5
61008;KIT DISTRIBUICAO HONDA CIVIC SI 2.0 16V 2005/2006;1;7,5;5,27;7,5
61011;JUNTA HOMOCINETICA KIA SPORTAGE 2.0 2010/..  C/ABS;3;18,5;10,5;10,5
61015;JUNTA HOMOCINETICA HONDA CIVIC 1.7 2001/2005 C/ABS;3;18,5;10,5;10,5
61018;JUNTA HOMOCINETICA GM VECTRA 1.8/2.0 93/96   C/ABS;2;18;10;10
61021;JUNTA HOMOCINETICA GM ONIX/PRISMA 1.4 8V 2012/2017;4;18,5;10,5;10,5
61029;BUCHA BRACO TENSOR FORD RANGER 95/97;2;8;7;8
61047;JUNTA HOMOCINETICA TOYOTA ETIOS 1.3 1.5 2012/2018;1;18,5;10,5;10,5
61059;JUNTA HOMOCINETICA PEUGEOT 306 1.8 92/2001;3;18,5;10,5;10,5
61060;AMORTECEDOR PEUGEOT HOGGAR 2010/2014       LE DIAN;2;59;19,5;19,5
61061;AMORTECEDOR PEUGEOT HOGGAR 2010/2014       LD DIAN;2;59;19,5;19,5
61062;JUNTA HOMOCINETICA PEUGEOT 207 1.6 2009/2017;5;18;10;10
61063;JUNTA HOMOCINETICA FIAT DUCATO 98/2008 ARO 15';3;18,5;10,5;10,5
61068;JUNTA HOMOCINETICA FIAT DUCATO 2.3 2010/..   S/ABS;3;20;12;12
61069;AMORTECEDOR TOYOTA HILUX 2016/2019            TRAS;3;34;16;16
61078;BUCHA BAND.TRASE.MERCEDES CLASSE A 97/2005    DIAN;4;8;7;8
61085;JUNTA HOMOCINETICA CHERY TIGGO 2.0 2009/2015;4;18,5;10,5;10,5
61088;JUNTA HOMOCINETICA VW SANTANA 1.8 2.0 92/2006;19;18,5;10,5;10,5
61103;JUNTA HOMOCINETICA MITSUBISHI L200 3.2 2008/2016;4;18;10;10
61105;JUNTA HOMOCINETICA MITSUBISHI PAJERO 2.0 2000/2011;2;18,5;10,5;10,5
61107;JUNTA HOMOCINETICA TOYOTA HILUX 3.0 2006/2010;3;60;14;12,5
61108;JUNTA HOMOCINETICA FORD MONDEO 93/2000;2;18,5;10,5;10,5
61174;FILTRO OLEO CAMBIO AUT.VW JETTA 1.4/2.0/2.5;4;14,5;6,45;14,02
61204;KIT AMORT.HYUNDAI SANTA FE/VERA CRUZ 2006/..  DIAN;3;27;11;5
61213;PIVO INF CITROEN XSARA 97/99 PINO 16MM;2;10;8,5;9
61214;CILINDRO RODA TRAS.RENAULT SANDERO 2015/..;4;8;6;8
61231;PIVO INF FORD F250 2006/2012 F4000 99/2011;3;15;5,5;8
